date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:23	36710/36710	---M-Z	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202019%2002:40:14%20GMT	https://quomodosoft.com/html/jupiter/jupiter/index2.html	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/index2.html	(from )
18:48:24	117/117	---MCZ	200	added ('OK')	text/plain	date:Mon,%2011%20Sep%202023%2013:18:23%20GMT	https://quomodosoft.com/robots.txt		(from )
18:48:25	19086/19086	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/pavicon.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/pavicon.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:27	11698/11698	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Oct%202019%2021:27:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/normalize.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/normalize.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:27	5238/5238	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Jan%202019%2017:45:14%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/owl-carousel-min.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/owl-carousel-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:28	3480/3480	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2020:32:26%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/lity-min.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/lity-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:28	149462/149462	---M--	200	added ('OK')	text/css	date:Sun,%2006%20Jan%202019%2003:03:04%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:28	31000/31000	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:29	65754/65754	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202017%2017:29:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/animate.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/animate.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:30	18484/18484	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2017:51:44%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/theme.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/theme.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:30	22613/22613	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2018:55:36%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/helper.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/helper.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:31	15125/15125	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Feb%202020%2020:37:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/style.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/style.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:31	11990/11990	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2019:28:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/responsive.css	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/css/responsive.css	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:31	15514/15514	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2009:55:30%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/modernizr-2-8-3-min.js	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/modernizr-2-8-3-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:32	6992/6992	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:18%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg-2.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:33	110557/110557	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w1.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/w1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:34	89029/89029	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w3.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/w3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:35	212957/212957	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w4.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/w4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
18:48:36	266779/266779	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Sep%202023%2013:18:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-1.png	D:/my%20websites/template3/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
